Year,album_name,album_img,artist_ch,album_sale,album_circulation
2015,Girl`s Day Love Second Album,,Girl's Day,"30,212",로엔엔터테인먼트
2015,Skool Luv Affair,,防弹少年团,"27,954",로엔엔터테인먼트
2015,GALLERY,,지코 (ZICO),"26,221",Stone Music Entertainment
2015,家內手工業 (가내수공업),,M&D,"26,168",지니뮤직
2015,Dark & Wild,,防弹少年团,"26,147",로엔엔터테인먼트
2015,종현 소품집 `이야기 Op.1`,,钟铉,"24,264",지니뮤직
2015,MAD Winter Edition,,GOT7,"24,119",지니뮤직
2015,정규1집 리패키지 XOXO (Kiss Ver.),,EXO,"24,062",지니뮤직
2015,NIEL 1ST SOLO `oNIELy`,,니엘 (NIEL),"23,757",로엔엔터테인먼트
2015,Crazy,,4Minute,"22,102",Universal Music
2015,So Good,,T-ara,"20,695",윈드밀미디어
2015,MY,,장현승,"19,872",Stone Music Entertainment
2015,Lovelyz8,,Lovelyz,"19,850",로엔엔터테인먼트
2015,Boyfriend In Wonderland,,Boyfriend,"19,789",로엔엔터테인먼트
2015,AH YEAH,,EXID,"19,534",Sony Music
2015,SHAKE IT,,Sistar,"19,396",로엔엔터테인먼트
2015,그리고...,,李晟基,"18,428",로엔엔터테인먼트
2015,Pink LUV,,Apink,"18,212",로엔엔터테인먼트
2015,#REAL#,,전진,"17,842",로엔엔터테인먼트
2015,The Anecdote,,E Sens,"17,775",지니뮤직
2015,BRAVO!,,UP10TION,"17,536",로엔엔터테인먼트
2015,김광석 Best,,金光锡,"17,449",Stone Music Entertainment
2015,쎄시봉 OST,,Various Artists,"17,331",Stone Music Entertainment
2015,"O! RUL8 ,2?",,防弹少年团,"16,621",로엔엔터테인먼트
2015,一級秘密 (일급비밀),,업텐션,"16,249",로엔엔터테인먼트
2015,Hi~,,Lovelyz,"16,079",로엔엔터테인먼트
2015,I am a Woman too,,민아(걸스데이),"15,471",로엔엔터테인먼트
2015,The 1st Mini Album `Beautiful`,,엠버 (AMBER),"15,099",지니뮤직
2015,중독 (Overdose),,EXO-K,"15,045",지니뮤직
2015,시간 참 빠르다,,李承哲,"14,916",Stone Music Entertainment
2015,‘MAMA’ EXO-K The 1st Mini Album,,EXO-K,"14,633",지니뮤직
2015,2 Cool 4 Skool,,防弹少年团,"14,501",로엔엔터테인먼트
2015,Identify,,GOT7,"14,406",지니뮤직
2015,FANTASIA,,전효성,"13,376",로엔엔터테인먼트
2015,I am...&I am,,申昇勋,"13,335",Stone Music Entertainment
2015,카라(KARA) 7th Mini Album `In Love`,,Kara,"13,220",로엔엔터테인먼트
2015,12월의 기적 (Miracles in December) (Korean...,,EXO,"13,151",지니뮤직
2015,One Great Step Returns Live,,Infinite,"13,020",Stone Music Entertainment
2015,Kiss My Lips - The 8th Album,,BoA,"12,595",지니뮤직
2015,2nd Mini Album `Flower Bud`,,GFRIEND,"11,957",지니뮤직
2016,WINGS,http://img.gaonchart.co.kr/uploadDir/aoaAlbumImg/thumb/D00204F4E6F74025AC51D7EC78694759.png,防弹少年团,"751,301",로엔엔터테인먼트
2016,EX’ACT - The 3rd Album (Korean Ver.),http://img.gaonchart.co.kr/uploadDir/aoaAlbumImg/thumb/FB95B3C00BCC4E8E9461EAB60CF8207C.jpg,EXO,"549,378",지니뮤직
2016,"For Life - 겨울 스페셜 앨범, 2016",http://img.gaonchart.co.kr/uploadDir/aoaAlbumImg/thumb/94E1E84E73384A87970596A57F93F236.jpg,EXO,"438,481",지니뮤직
2016,화양연화 Young Forever,http://img.gaonchart.co.kr/uploadDir/aoaAlbumImg/thumb/EA255667CCB64169A520F80537C91795.png,防弹少年团,"368,369",로엔엔터테인먼트
2016,TWICEcoaster _ LANE 1,http://img.gaonchart.co.kr/uploadDir/aoaAlbumImg/thumb/C68CCB66BEE14E5A86D479F582131E7A.jpg,TWICE,"350,852",지니뮤직
2016,Hey Mama! - The 1st Mini Album,,EXO-CBX,"275,191",지니뮤직
2016,LOTTO - The 3rd Album Repackage (Korea...,,EXO,"232,564",지니뮤직
2016,FLIGHT LOG _ TURBULENCE,,GOT7,"225,617",지니뮤직
2016,3rd Mini Album `Going Seventeen`,,Seventeen,"223,973",로엔엔터테인먼트
2016,1ST ALBUM FIRST `LOVE&LETTER′,,Seventeen,"191,122",로엔엔터테인먼트
2016,PAGE TWO,,TWICE,"179,452",지니뮤직
2016,1 of 1 - The 5th Album,,SHINee,"170,681",지니뮤직
2016,FLIGHT LOG _ DEPARTURE,,GOT7,"167,145",지니뮤직
2016,INFINITE ONLY,,Infinite,"129,806",로엔엔터테인먼트
2016,Press It - The 1st Album,,泰民,"115,232",지니뮤직
2016,Why- The 2nd Mini Album,,泰妍,"111,092",지니뮤직
2016,Zelos,,VIXX,"105,870",Stone Music Entertainment
2016,화양연화 pt.2,,防弹少年团,"105,784",로엔엔터테인먼트
2016,Hades,,VIXX,"102,554",Stone Music Entertainment
2016,THE CLAN Pt.2 `GUILTY`,,MonstaX,"100,358",로엔엔터테인먼트
2016,MADE (FULL),,BIGBANG,"100,000",지니뮤직
2016,화양연화 pt.1,,防弹少年团,"99,836",로엔엔터테인먼트
2016,Love & Letter Repackage Album,,Seventeen,"98,420",로엔엔터테인먼트
2016,Kratos,,VIXX,"97,176",Stone Music Entertainment
2016,miss me?,,I.O.I,"93,593",로엔엔터테인먼트
2016,THE CLAN pt.1 `LOST`,,MonstaX,"91,220",로엔엔터테인먼트
2016,NO.X,,金在中 (JYJ),"85,519",로엔엔터테인먼트
2016,Write..,,남우현,"83,677",로엔엔터테인먼트
2016,NCT #127 - The 1st Mini Album,,NCT 127,"83,272",지니뮤직
2016,"With Love, J",,Jessica,"80,783",윈드밀미디어
2016,BURST,,UP10TION,"80,765",로엔엔터테인먼트
2016,EXIT _ E,,WINNER,"79,330",지니뮤직
2016,RED POINT,,Teen Top,"78,880",로엔엔터테인먼트
2016,Highlight,,Beast,"77,362",Universal Music
2016,1st Mini Album `Chrysalis`,,I.O.I,"74,554",로엔엔터테인먼트
2016,2016 Re-ALBUM,,水晶男孩,"73,629",지니뮤직
2016,1 and 1 - The 5th Album Repackage,,SHINee,"69,445",지니뮤직
2016,Whatta Man,,I.O.I,"69,076",로엔엔터테인먼트
2016,GENTLEMEN`S GAME,,2PM,"68,652",지니뮤직
2016,당신의 지갑에는 얼마의 사랑이 있나요.,,박유천,"67,224",로엔엔터테인먼트
2016,GOOD TIMING,,B1A4,"67,031",로엔엔터테인먼트
2016,The 1st Album `LOL`,,GFRIEND,"66,391",로엔엔터테인먼트
2016,CARNIVAL,,B.A.P,"64,100",로엔엔터테인먼트
2016,I Just Wanna Dance - The 1st Mini Albu...,,티파니 (소녀시대),"63,154",지니뮤직
2016,SPOTLIGHT,,UP10TION,"62,848",로엔엔터테인먼트
2016,BLUEMING,,CNBLUE,"62,026",로엔엔터테인먼트
2016,Summer go!,,UP10TION,"60,561",로엔엔터테인먼트
2016,Autumn story,,ASTRO,"57,524",인터파크
2016,좋아 - The 1st Album,,钟铉,"57,163",지니뮤직
2016,Blooming Period,,Block B,"56,737",Stone Music Entertainment
2016,Russian Roulette - The 3rd Mini Album,,Red Velvet,"54,989",지니뮤직
2016,NOIR,,B.A.P,"52,812",로엔엔터테인먼트
2016,태양의 후예 OST Vol.1,,Various Artists,"51,348",뮤직앤뉴
2016,Remember that,,BTOB,"50,711",Universal Music
2016,THE STORY BEGINS,,TWICE,"50,575",지니뮤직
2016,Pink Revolution,,Apink,"50,375",로엔엔터테인먼트
2016,The Velvet - The 2nd Mini Album,,Red Velvet,"48,866",지니뮤직
2016,NEW MAN,,BTOB,"47,847",Universal Music
2016,MEMORY,,Mamamoo,"47,056",Stone Music Entertainment
2016,XIGNATURE,,XIA俊秀,"45,911",로엔엔터테인먼트
2016,"너를 기다린다(Waiting, Still) - The 3rd Mini...",,圭贤,"44,567",지니뮤직
2016,Here I Am - The 1st Mini Album,,예성,"43,563",지니뮤직
2016,Skool Luv Affair,,防弹少年团,"42,587",로엔엔터테인먼트
2016,FTISLAND 6th ALBUM ′Where′s the truth?...,,FTISLAND,"41,709",로엔엔터테인먼트
2016,I am A Dreamer,,박효신,"41,275",로엔엔터테인먼트
2016,Good Luck,,AOA,"40,282",로엔엔터테인먼트
2016,Dream,,정은지,"39,999",로엔엔터테인먼트
2016,WELCOME BACK (Full),,iKON,"39,906",지니뮤직
2016,어린왕자 (The Little Prince) - The 1st Min...,,려욱,"39,774",지니뮤직
2016,Melting,,Mamamoo,"39,143",Stone Music Entertainment
2016,Dark & Wild,,防弹少年团,"38,781",로엔엔터테인먼트
2016,WONDERLAND,,Jessica,"38,271",인터파크
2016,3rd Mini Album `SNOWFLAKE`,,GFRIEND,"37,744",로엔엔터테인먼트
2016,Dream,,"수지(Suzy), 백현(BAEKHYUN)","36,900",로엔엔터테인먼트
2016,Feeling Sensation,,SF9,"32,322",로엔엔터테인먼트
2016,The MOBB,,MOBB,"31,373",지니뮤직
2016,Dear,,Apink,"30,000",로엔엔터테인먼트
2016,Summer Vibes,,ASTRO,"29,907",윈드밀미디어
2016,2nd Mini Album `BOYS BE`,,Seventeen,"29,356",로엔엔터테인먼트
2016,A New Trilogy,,Lovelyz,"28,985",로엔엔터테인먼트
2016,태양의 후예 OST Vol. 2,,Various Artists,"28,850",뮤직앤뉴
2016,PUT′EM UP,,B.A.P,"27,297",로엔엔터테인먼트
2016,"O! RUL8 ,2?",,防弹少年团,"26,774",로엔엔터테인먼트
2016,내 얘길 들어봐,,오마이걸 (OH MY GIRL),"26,106",로엔엔터테인먼트
2016,UNCHANGING PART1,,神话,"26,014",Stone Music Entertainment
2016,그렇게 있어 줘,,산들 (B1A4),"25,411",로엔엔터테인먼트
2016,2 Cool 4 Skool,,防弹少年团,"25,212",로엔엔터테인먼트
2016,Spring Up,,ASTRO,"24,668",윈드밀미디어
2016,Mr. NO♡,,준케이 (JUN. K),"23,534",지니뮤직
2016,I - The 1st Mini Album,,泰妍,"23,354",지니뮤직
2016,EVERYTHING YOU WANTED,,朴宰范,"23,027",Stone Music Entertainment
2016,HIM (Spade Ver.),,히스토리 (HISTORY),"22,598",로엔엔터테인먼트
2016,HIM (Heart Ver.),,히스토리 (HISTORY),"22,450",로엔엔터테인먼트
2016,Act.1 The Little Mermaid,,구구단 (gugudan),"22,217",Stone Music Entertainment
2016,LOVE ME RIGHT - The 2nd Album Repackag...,,EXO,"21,656",지니뮤직
2016,E,,BIGBANG,"21,397",지니뮤직
2016,STREET,,EXID,"21,278",Sony Music
2016,WELCOME 2 BASTARZ,,BASTARZ(BlockB),"20,330",Stone Music Entertainment
2016,WINDY DAY,,오마이걸 (OH MY GIRL),"20,221",로엔엔터테인먼트
2016,PENTAGON,,펜타곤 (PENTAGON),"19,917",로엔엔터테인먼트
2017,LOVE YOURSELF 承 `Her`,http://img.gaonchart.co.kr/uploadDir/aoaAlbumImg/thumb/C2CC952CB6984D719E64A3D04E8A4141.png,防弹少年团,"1,493,443",로엔엔터테인먼트
2017,THE WAR - The 4th Album (Korean Ver.),http://img.gaonchart.co.kr/uploadDir/aoaAlbumImg/thumb/2172DFAA8B9E41A3A47B5C17E9170A57.jpg,EXO,"949,827",지니뮤직
2017,YOU NEVER WALK ALONE,http://img.gaonchart.co.kr/uploadDir/aoaAlbumImg/thumb/DED07710BBC7409E9ADD46F7F91073D1.png,防弹少年团,"768,402",로엔엔터테인먼트
2017,1X1=1(TO BE ONE),http://img.gaonchart.co.kr/uploadDir/aoaAlbumImg/thumb/6A41EC6258AB4F6C8968B8D2E2DDEAA1.png,Wanna One,"741,546",Stone Music Entertainment
2017,1-1=0 (NOTHING WITHOUT YOU),http://img.gaonchart.co.kr/uploadDir/aoaAlbumImg/thumb/8590E4955A5E449D8BBF97BAF48E9530.png,Wanna One,"614,072",Stone Music Entertainment
2017,"Universe - 겨울 스페셜 앨범, 2017",,EXO,"516,062",지니뮤직
2017,The Power Of Music - The 4th Album Rep...,,EXO,"455,269",지니뮤직
2017,7 for 7,,GOT7,"368,589",지니뮤직
2017,"2ND ALBUM `TEEN, AGE`",,Seventeen,"357,296",로엔엔터테인먼트
2017,FLIGHT LOG _ ARRIVAL,,GOT7,"334,316",지니뮤직
2017,4th Mini Album ‘Al1’,,Seventeen,"331,888",로엔엔터테인먼트
2017,twicetagram,,TWICE,"320,389",지니뮤직
2017,"W, HERE",,뉴이스트 W,"308,108",Stone Music Entertainment
2017,SIGNAL,,TWICE,"285,294",지니뮤직
2017,TWICEcoaster _ LANE 2,,TWICE,"277,716",지니뮤직
2017,PLAY - The 8th Album,,Super Junior,"237,491",지니뮤직
2017,Be ordinary,,황치열,"224,071",NHN벅스
2017,Holiday Night - The 6th Album,,少女时代,"167,638",지니뮤직
2017,Merry & Happy,,TWICE,"165,347",지니뮤직
2017,MADE (FULL),,BIGBANG,"157,513",지니뮤직
2017,THE CODE,,MonstaX,"155,933",로엔엔터테인먼트
2017,My Voice - The 1st Album,,泰妍,"141,200",지니뮤직
2017,FANTASY,,JBJ,"134,900",로엔엔터테인먼트
2017,THE CLAN pt.2.5 [BEAUTIFUL],,MonstaX,"130,814",로엔엔터테인먼트
2017,NCT #127 CHERRY BOMB - The 3rd Mini Al...,,NCT 127,"127,642",지니뮤직
2017,NCT #127 Limitless - The 2nd Mini Albu...,,NCT 127,"121,109",지니뮤직
2017,Verse 2,,JJ Project,"116,274",지니뮤직
2017,MOVE - The 2nd Album,,泰民,"115,286",지니뮤직
2017,CAN YOU FEEL IT?,,Highlight,"114,303",로엔엔터테인먼트
2017,CELEBRATE,,Highlight,"113,154",로엔엔터테인먼트
2017,Brother Act.,,BTOB,"100,594",로엔엔터테인먼트
2017,ANOTHER LIGHT,,水晶男孩,"98,529",지니뮤직
2017,STAR;DOM,,UP10TION,"95,523",로엔엔터테인먼트
2017,WINGS,,防弹少年团,"93,132",로엔엔터테인먼트
2017,Perfect Velvet - The 2nd Album,,Red Velvet,"90,456",지니뮤직
2017,화양연화 Young Forever,,防弹少年团,"89,761",로엔엔터테인먼트
2017,桃源境 (도원경),,VIXX,"87,801",Stone Music Entertainment
2017,Rookie - The 4th Mini Album,,Red Velvet,"87,091",지니뮤직
2017,The First - The 1st Single Album,,NCT DREAM,"82,654",지니뮤직
2017,Dream Part.01,,ASTRO,"81,226",인터파크
2017,We Young - The 1st Mini Album,,NCT DREAM,"80,905",지니뮤직
2017,Rollin`,,B1A4,"79,212",로엔엔터테인먼트
2017,The Red Summer - Summer Mini Album,,Red Velvet,"78,846",지니뮤직
2017,My Voice - The 1st Album Deluxe Editio...,,泰妍,"77,188",지니뮤직
2017,Feel`eM,,BTOB,"75,617",로엔엔터테인먼트
2017,도깨비 OST Pack,,Various Artists,"75,397",Stone Music Entertainment
2017,The 4th Mini Album `THE AWAKENING`,,GFRIEND,"75,363",로엔엔터테인먼트
2017,THE 20TH ANNIVERSARY,,水晶男孩,"73,188",지니뮤직
2017,NEW KIDS _ BEGIN,,iKON,"70,949",지니뮤직
2017,Palette,,IU,"70,568",로엔엔터테인먼트
2017,This Christmas Winter is Coming,,泰妍,"69,099",지니뮤직
2017,SHINE FOREVER,,MonstaX,"66,684",로엔엔터테인먼트
2017,FATE NUMBER FOR,,WINNER,"66,494",지니뮤직
2017,SHINHWA 13TH UNCHANGING - TOUCH,,神话,"66,083",Stone Music Entertainment
2017,JUNG YONG HWA 1ST MINI ALBUM DO DISTUR...,,정용화(Jung Yong Hwa),"65,771",로엔엔터테인먼트
2017,화양연화 pt.2,,防弹少年团,"63,360",로엔엔터테인먼트
2017,The 5th Mini Album ＜PARALLEL＞,,GFRIEND,"62,781",로엔엔터테인먼트
2017,UNMIX,,MXM (BRANDNEW BOYS),"60,021",Warner Music
2017,화양연화 pt.1,,防弹少年团,"59,768",로엔엔터테인먼트
2017,The 8th Album ′PLAY PAUSE Ver.′,,Super Junior,"58,734",지니뮤직
2017,OUR TWENTY FOR,,WINNER,"57,502",지니뮤직
2017,HIGH FIVE,,Teen Top,"57,409",로엔엔터테인먼트
2017,Purple,,Mamamoo,"55,589",Stone Music Entertainment
2017,Pink UP,,Apink,"53,675",로엔엔터테인먼트
2017,CNBLUE 7TH MINI ALBUM 7℃N,,CNBLUE,"53,559",로엔엔터테인먼트
2017,꽃갈피 둘,,IU,"49,862",로엔엔터테인먼트
2017,PAGE TWO,,TWICE,"49,748",지니뮤직
2017,WEME,,위키미키 (Weki Meki),"49,476",인터파크
2017,THE BOYZ DEBUT ALBUM [THE FIRST],,더보이즈(THE BOYZ),"48,971",로엔엔터테인먼트
2017,MOVE-ing - The 2nd Album Repackage,,泰民,"48,378",지니뮤직
2017,WHITE NIGHT,,태양,"47,365",지니뮤직
2017,Skool Luv Affair,,防弹少年团,"46,780",로엔엔터테인먼트
2017,Dream Part.02,,ASTRO,"46,285",인터파크
2017,3rd Mini Album `Going Seventeen`,,Seventeen,"45,893",로엔엔터테인먼트
2017,Lovelyz 2nd Album ′R U Ready?′,,Lovelyz,"44,874",Stone Music Entertainment
2017,My Decade,,Jessica,"44,778",인터파크
2017,ROSE,,B.A.P,"43,836",로엔엔터테인먼트
2017,Lovelyz 3rd Mini Album [Fall in Lovely...,,Lovelyz,"43,687",Stone Music Entertainment
2017,The 1st Mini Album `HI! PRISTIN`,,PRISTIN,"43,300",로엔엔터테인먼트
2017,Dark & Wild,,防弹少年团,"42,953",로엔엔터테인먼트
2017,2nd Mini Album Whisper,,LR(VIXX),"42,762",Stone Music Entertainment
2017,TWICEcoaster _ LANE 1,,TWICE,"42,632",지니뮤직
2017,BOYFRIEND 5th EP `NEVER END`,,Boyfriend,"41,964",로엔엔터테인먼트
2017,THE 1ST MINI ALBUM PART.1 [EVER],,정세운,"41,586",로엔엔터테인먼트
2017,SUNRISE,,DAY6,"39,225",지니뮤직
2017,MOONRISE,,DAY6,"39,008",지니뮤직
2017,CALLING YOU,,Highlight,"38,545",로엔엔터테인먼트
2017,HAPPY MOMENT,,우주소녀,"38,368",로엔엔터테인먼트
2017,The 5th Mini Album Repackage `RAINBOW`,,GFRIEND,"37,474",로엔엔터테인먼트
2017,종현 소품집 `이야기 Op.2`,,钟铉,"37,119",지니뮤직
2017,From. 우주소녀,,우주소녀,"36,441",로엔엔터테인먼트
2017,AOA 1st Album ANGEL`S KNOCK,,AOA,"35,013",로엔엔터테인먼트
2017,SIXTEEN,,사무엘,"34,048",로엔엔터테인먼트
2017,SF9 First Mini Album ′Burning Sensatio...,,SF9,"33,997",로엔엔터테인먼트
2017,Don’t Say No - The 1st Mini Album,,서현 (SEOHYUN),"33,369",지니뮤직
2017,2 Cool 4 Skool,,防弹少年团,"33,008",로엔엔터테인먼트
2017,the.the.the,,용국 & 시현,"32,935",NHN벅스
2017,SF9 3rd Mini Album [ Knights of the Su...,,SF9,"32,864",로엔엔터테인먼트
2017,"O! RUL8 ,2?",,防弹少年团,"32,516",로엔엔터테인먼트
2017,FTISLAND 10th Anniversary Album `OVER ...,,FTISLAND,"30,750",로엔엔터테인먼트
